title,title_en,content,content_EN,end_user (最终用户),supplier (中标单位),contract_value_RMB,created,deadline,public_unit,purchase_type,project_number
WRT智能算法模型、数据集及知识设计软件公开招标成交公告,"WRT intelligent algorithm model, data set and knowledge design software open bidding",1.采购机构：中国船舶工业系统工程研究院2.采购机构联系人、联系方式：陈先生010-595166373.项目名称：WRT智能算法模型、数据集及知识设计软件采购4.采购内容：智能算法数据集设计软件（1套），元数据分类标注及管理软件（1套），无人船知识发现与算法模型设计软件（1套）。5.采购方式：公开招标6.项目公告发布媒体：中招联合采购招标采购信息网7.公示时间：自本报告发布之日起3个工作日8.成交候选人排序供应商名称最终报价（万元）综合得分1第四范式（北京）技术有限公司274.9593.22拓尔思信息技术股份有限公司25883.43天和防务技术（北京）有限公司274.567.69.提出异议的渠道和方式：相关利害关系人对谈判结果有异议的，请先与采购机构联系人联系，并将经授权人签字且加盖公章的书面异议函扫描件以传真或电子邮件形式发送至联系人指定地址，如异议函未经授权人签字或加盖公章，将被视为无效异议。,"1. Procurement agency: China Ship Industry System Engineering Research Institute 2. Purchasing agency Contact, Contact: Mr. Chen 010-595166373. Project Name: WRT Intelligent Algorithm Model, Data Set and Knowledge Design Software Purchase 4. Purchasing Content: Intelligent Algorithm Data set design software (1 set), metadata classification labeling and management software (1 set), unknown knowledge discovery and algorithm model design software (1 set). 5. Purchasing: Public bidding 6. Project Announcement Release Media: Sinoped joint procurement bidding purchase information network 7. Publicity time: 3 working days from this report release 8. Transaction candidate sorted supplier name final offer ( 10,000 yuan) Comprehensive score 1 Fourth paradigm (Beijing) Technology Co., Ltd. 274.9593.22 Tutore Information Technology Co., Ltd. 25883.43 Days and Defense Technology (Beijing) Co., Ltd. 274.567.69. Subject to objection channels and methods: related stakeholders People have objection to the results of the negotiations. Please contact the procurement agency and sign the authorized person and the written objection letter of the official seal will be sent in the form of the contact to the contact specified address, such as the opposite letter The authorized person signs or covers the official seal will be considered invalid objection.",中国船舶工业系统工程研究院,四范式（北京）技术有限公司,2749593,10/27/2020 17:36:52,10/29/2020 0:00:00,中国船舶工业系统工程研究院,中标公告,
宽带装备改造配套系留无人机平台项目中标公告,Broadband equipment renovation support system leaving drone platform project winning announcement,"基本信息：公告类别中标公告密 级公开有效截止时间2020-8-28项目预算（万元）277.3万元  主要内容项目名称：宽带装备改造配套系留无人机平台项目项目编号：0747-2060SCCJX028采购人名称：中国人民解放军96713部队参谋部招标代理机构：中化商务有限公司开标时间：2020年8月14日 经评标委员会评议，最终得出本项目中标候选人及排名如下：1.   中标候选人第一名：中国电子科技集团公司第五十四研究所，投标价格¥2,463,000.00元；2.   中标候选人第二名：同方电子科技有限公司，投标价格¥2,268,000.00元；3.   中标候选人第三名：航天神舟飞行器有限公司，投标价格¥2,703,056.93元。评标委员会推荐排名第一的中标候选人为本项目的预中标人。 各有关当事人如有异议，可以在公示时间内，以书面形式向招标代理机构提出质疑，逾期将不再受理。质疑函（加盖投标人公章）应包括下列内容：（一）投标人的姓名或者名称、地址、邮编、联系人及联系电话；（二）质疑项目的名称、编号；（三）具体、明确的质疑事项和与质疑事项相关的请求；（四）事实依据；（五）必要的法律依据；（六）提出质疑的日期。 招标代理机构联系方式：联系人：苗圃、应锦超电话： XXXXXXXXXXX  XXXXXXXXXXX传真：XXXXXXXXXXX电子邮件：XXXXXXXXXXX、XXXXXXXXXXX地址：北京市西城区复兴门外大街A2号中化大厦20层邮政编码：100045","Basic Information: Announcement Category Winning Announcement Minor Public Effective Dead Time 2020-8-28 Project Budget (10,000 yuan) 27.73 million Main Content Project Name: Broadband Equipment Reconstruction Support Office Drone Platform Project No .: 0747-2060SCCJX028 Purchaser Name: China People's Liberation Army 96713 Forces Staff Party Bidding Agency: Subbound Business Co., Ltd. Opening time: August 14, 2020, the assessment committee review, finally derived the candidate and ranking of the project in this project: 1. Winning candidate First place: China Electronic Technology Group Corporation Fifty-fourth Institute, bid price ¥ 2,463,000.00; 2. Second place in the bidder: Tongfang Electronic Technology Co., Ltd., bid price ¥ 2,268,000.00; 3. Winning candidate third Name: Aerospace Shenzhou Aircraft Co., Ltd., bid price ¥ 2,703,056.93. The bid evaluation committee recommended ranking first winning candidate for the pre-adherent person of this project. All relevant parties have objection, can be questioned in writing to the bidding agency in a written form, and will no longer be accepted within the time limit. Question letter (stamped) should include the following: (1) The name or name, address, zip code, contact and contact number of the bidder; (2) Questioning the name, number; (3) specific, clear Questioning matters and requests related to questioning; (4) factual basis; (5) The necessary legal basis; (6) Submit date. Tendering Agency Contact: Contact: Nursery, Shipchao Tel: XXXXXXXXXXX XXXXXXXXXXXXXXXXV mail: xxxxxxxxxx, xxxxxxxxxx, xxxxxxxxxx Address: 20th Floor, Zhonghua Building, Fuxingmen Street, Xicheng District, Beijing Postal code: 100045",中国人民解放军96713部队,中国电子科技集团公司,2773000,8/25/2020 16:32:37,8/28/2020 0:00:00,火箭军,中标公告,0747-2060SCCJX027
航天时代电子技术股份有限公司自主研发芯片型智能处理平台中标结果公告,"Announcement on the results of the bid winning bid for the Space Times Electronic Technology Co., Ltd.","自主研发芯片型智能处理平台项目(招标项目编号：C1100000189001153001)，于2020-06-24 14:00:00在北京市市辖区海淀区北京市海淀区学院南路62号中关村资本大厦进行了开标、评标等工作，并于2020-07-02经建设单位定标，现将本次中标结果公告如下：标段（包）编号:C1100000189001153001001标段（包）名称:自主研发芯片型智能处理平台中标单位:北京中科睿信科技有限公司中标金额:2,900,000.00元（贰佰玖拾万元整）标的物名称数量中标价（元）型号规格技术标准自主研发芯片型智能处理平台102,900,000.00新研 产品10套提供芯片智能处理板卡，实现复杂度较高的信息处理算法。  其它说明：特此公告。招标人：航天时代电子技术股份有限公司联系人：谷文杰电话：XXXXXXXXXXX招标代理:中招国际招标有限公司公示日期:2020年11月05日-2020年11月12日","Self-developed chip-type intelligent processing platform project (bidding project number: C1100000189001153001) Work in the construction unit, and the construction unit is determined by the construction unit. The result of this winning bid is here: the bid segment (package) No .: C1100000189001153001001 Section (package) Name: Self-developed chip-type intelligent processing platform winning unit : Beijing Zhongke Ruixin Technology Co., Ltd. Winning Amount: 2,900,000.00 yuan (玖 万 万 元 整)) The number of subject names Name quantity (yuan) model specification technical standard independent research and development chip type intelligent processing platform 102, 900,000 new research products 10 sets The chip intelligent processing board, which realizes the high complexity information processing algorithm. Other descriptions: This announcement. Tenderer: Aerospace Times Electronic Technology Co., Ltd. Contact: Gu Wenjie Tel: XXXXXXXXXXX Tender Agent: Zhongzhao International Tendering Co., Ltd. Publicity Date: November 05, 2020 November 12, 2020",航天时代电子技术股份有限公司,北京中科睿信科技有限公司,2900000,11/6/2020 11:29:18,11/12/2020 0:00:00,中国航天科技集团有限公司,中标公告,C1100000189001153001001
上海航天电子通讯设备研究所组件测试自动化上下线系统中标结果公告,Announcement on the results of the bidding system in the Shanghai Aerospace Electronic Communication Equipment Institute Component Test Automation,"组件测试自动化上下线系统项目(招标项目编号：C1100000189001096001)，于2020-06-24 13:30:00在上海市市辖区闵行区上海航天创新创业中心1号楼综合楼2层VIP会议室进行了开标、评标等工作，并于2020-06-29经建设单位定标，现将本次中标结果公告如下：标段（包）编号:C1100000189001096001001标段（包）名称:组件测试自动化上下线系统中标单位:苏州腾征智能装备有限公司中标金额:2,982,000.00元（贰佰玖拾捌万贰仟元整）标的物名称数量中标价（元）型号规格技术标准组件测试自动化上下线系统12,982,000.00无无非标其它说明：特此公告。招标代理:中招国际招标有限公司日期:2020年06月29日","Component Test Automation Upline System Project (Tendering Project Code: C1100000000189001096001), at 2020-06-24 13:30:00 In Shanghai, Minhang District, Minhang District, Minhang District, Minhang District, Shanghai Aerospace Innovation Entrepreneurship Center, Building 2, Building 2, Building, Building 2, VIP Conference Room Opening, bid evaluation, etc. Winning unit: Suzhou Tengzheng Intelligent Equipment Co., Ltd. Winning Amount: 2,982,000.00 yuan (玖 捌 捌 捌 元 元 整 整))))) 中 中 标 中 中 中 系统 系统 系统 系统 系统 系统 标准 标准 标准 组 标准 标准 组 标准 标 标 标 标Other descriptions: This announcement. Tendering Agent: Zhongzhao International Tendering Co., Ltd. Date: June 29, 2020",..,苏州腾征智能装备有限公司,2982000,6/30/2020 9:44:00,7/29/2020 0:00:00,中国航天科技集团有限公司,中标公告,C1100000189001096001001
雨衰统计预测模型研究二次招标中标公告,Rain Fell Statistical Prediction Model Research Two Tendering Bidding Announcement,雨衰统计预测模型研究二次招标中标公告 中国人民解放军某部委托中技国际招标有限公司，对其雨衰统计预测模型研究二次招标项目进行招标工作。本项目于2020年11月24日在北京进行了开评标工作，经评标委员会评审，现将本项目评审结果公示如下：1. 招标人名称：中国人民解放军某部。2. 招标代理机构：中技国际招标有限公司。3. 项目名称：雨衰统计预测模型研究二次招标。4. 评审结果排序：  第1名：中国科学院大气物理研究所；第2名：北京中科技达科技有限公司；按照招标文件的相关要求，确定评审结果排名第一的中国科学院大气物理研究所为本项目中标供应商。5. 本项目公示期为2020年11月30日至2019年12月3日（3个工作日）6. 如有异议请在公示期内向招标代理机构提出，递交的异议函及其他书面材料应当包括以下内容：（1） 项目名称和招标编号；（2） 具体的异议事项、事实依据及相关证明材料；（3） 异议函须加盖单位公章；（4） 联系人（单位负责人或授权代表）及联系方式。7. 联系方法：招标代理机构：中技国际招标有限公司单位地址：北京市丰台区西三环中路90号邮政编码：100055联系人：王云骢电  话： XXXXXXXXXXX传  真： XXXXXXXXXXX特此公告,"Rain Fell Status Prediction Model Research Second Tendering Bidding Announcement of Partial Tendering of Participation in Partial Tendering Projects in the Rain Finance Statistical Forecasting Model. The project has conducted a standard work in Beijing on November 24, 2020. The evaluation of the assessment committee will now be publicized as follows: 1. Name of the Bidder: The Chinese People's Liberation Army. 2. Tendering agencies: Zhong Technology International Tendering Co., Ltd. 3. Project Name: Rain Fell Statistics Prediction Model Study Two Tenders. 4. Sort by the review: No. 1: Institute of Atmospheric Physics, Chinese Academy of Sciences; 2nd: Beijing Zhongshi Dado Technology Co., Ltd .; in accordance with the relevant requirements of the bidding documents This project is a bid supplier. 5. The publication period of this project is from November 30, 2019 to December 3, 2019 (3 ​​working days) 6. If there is any objection, please ask the bidding agency to the bidding agency in the publicity period, the other written materials shall be Includes the following: (1) Project Name and Tendering Number; (2) Specific objection, factual basis and related proof materials; (3) Excopy letter must be stamped; (4) Contact (person responsible for the unit) Representative) and contact information. 7. Contact Method: Tendering Agency: Zhongchuan International Tendering Co., Ltd. Unit Address: No. 90 West Third Ring Road, Fengtai District, Beijing Postal code: 100055 Contact: Wang Yunyi Tel: XXXXXXXXXXX Fax: xxxxxxxxxx Special Announcement", 中国人民解放军某部,中国科学院大气物理研究所,..,12/1/2020 17:24:48,12/3/2020 0:00:00,战略支援部队,中标公告,
“效应场重建技术研究”“基于地震波成像原理弹体侵彻深度算法研究”2项服务类集中打包采购项目,"""Effect Field Reconstruction Technology"" ""Based on Earthquake Wave Imaging Principle Body Inflation Algorithm Research"" 2 Service Centralized Package Purchase Project",项目概要2020年8月4日，我部对“效应场重建技术研究”“基于地震波成像原理弹体侵彻深度算法研究”2项服务类集中打包采购项目进行了公开招标，现将评审结果公示如下：主要内容一、项目名称“效应场重建技术研究”“基于地震波成像原理弹体侵彻深度算法研究”2项服务类集中打包采购项目二、项目编号2020-LYSSY5-G013三、公示时间2020年8月26日——2020年8月28日。四、评审结果一标段：第一名：中北大学第二名：山西中泽伟业科技有限公司第三名：山西冠天格机电设备有限公司二标段：第一名：中北大学第二名：中南大学第三名：山西中泽伟业科技有限公司经评标委员会评审后，推荐符合要求且评审结果排名第一的中北大学（一标段、二标段）为本采购项目的预中标供应商。五、质疑答复本结果公示期自发布之日起为期3天，供应商对此结果如有疑议，可以书面形式向我部提出质疑，我单位将在3个工作日内做出答复。六、联系方式招标代理机构：河南飞洋建设工程咨询有限公司联系人：尚晓雪  XXXXXXXXXXX  监  督：孙先生  XXXXXXXXXXX    许先生  XXXXXXXXXXX,"Project summary August 4, 2020, China's ""Effect Field Reconstruction Technology Research"" ""Earthquake Wave Imaging Principle Body Invasive Depth Algorithm Research"" 2 Service Centralized Package Purchase Projects have conducted public bidding, now publicize the results As follows: Main content 1 August 26, 2020, August 28, 2020. Fourth, the results of the evaluation: First place: the second place in the North University: Shanxi Zhongze Weiye Technology Co., Ltd. Third place: Shanxi Guantian Ge Electromechanical Equipment Co., Ltd. Second Section: First place: Northern University of China Two: The third place in Zhongnan University: Shanxi Zhongze Weiye Technology Co., Ltd. After reviewing the assessment committee, it is recommended that the Northern University of Northern University (1st Section, Second Section Section), which is the first to evaluate, and the first number of the secondary universities (1). Pre-bidding supplier. 5. Questing the question of this results since the publicity date of the release, the supplier has a question about this result, and it can be questioned to our department in writing. My unit will respond within 3 working days. Six, contact information bidding agency: Henan Feyang Construction Engineering Consulting Co., Ltd. Contact: Shang Xiaoxue XXXXXXXXXXXX supervision: Mr. Sun XXXXXXXXXX XXXXXXXXXXXXXXXXX",..,中北大学,..,8/25/2020 16:32:37,8/28/2020 0:00:00,军事科学院,中标公告,2020-LYSSY5-G013
“智能协处理加速卡加工和申威平台测试”招标结果公告事,"""Intelligent Association Treatment Acceleration Card Processing and"" Weili Platform Test ""bidding results announcement",1、项目概要：“智能协处理加速卡加工和申威平台测试”招标结果公告事2、主要内容：招标人：中招国际招标有限公司项目名称：智能协处理加速卡加工和申威平台测试招标编号：TC209S053公告时间：2020年09月10日开标日期：2020年09月30日招标方式：公开招标评审结果：无锡北方数据计算股份有限公司为第一候选承制单位；北京中科网威信息技术有限公司为第二候选承制单位；北京航科天力系统工程技术有限公司为第三候选承制单位。即日起对招标结果予以公示，公示期为7个工作日。如对招标结果存在异议，请在公示期内以书面形式（署名真实姓名、联系方式、以法人名义投诉的必须加盖单位公章并经法定代表人签字）向采购方提出质疑，逾期不予受理。联系方式联系人：祁先生   XXXXXXXXXXX        王女士  XXXXXXXXXXX邮政编码：214083,"1. Project Summary: ""Intelligent Association Acceleration Card Processing and Shewei Platform Test"" Bidding Results 28 Main Content: Tenderer: Zhongzhao International Tendering Co., Ltd. Project Name: Intelligent Association Acceleration Card Processing and Shewei Platform Test Tendering Number: TC209S053 Notice Time: September 10, 2020 Bid Date: September 30, 2020 Tendering method: Public bidding review: Wuxi North Data Calculation Co., Ltd. is the first candidate under construction; Beijing Zhongke Network Information Technology Co. From now, the bidding results are given, and the publicity period is 7 working days. If there is any objection to the results of the bidding, please question the procurement party in writing in a written form (signature real name, contact information, and signature of the legal representative) in the publicity period. . Contact: Mr. XXXXXXXXXXXX XXXXXXXXXXXXXXXX ZO: 214083",..,北方数据计算股份有限公司,..,10/27/2020 17:36:34,11/5/2020 0:00:00,战略支援部队,中标公告,TC209S053
AGV智能仓库采购项目中标公示 0747-2066SCCGD111）,AGV smart warehouse procurement project winning bid publicity 0747-2066sccgd111),2020年8月31日，我单位组织了AGV智能仓库采购项目公开招标，现将评审结果公示如下：一、    项目名称：AGV智能仓库采购项目二、    招标编号：0747-2066SCCGD112三、    公示有效期：2020年9月4日至2020年9月14日四、     评审结果：第一名：中国船舶重工集团公司第七〇五研究所第二名：衡阳合力工业车辆有限公司第三名：深圳市航天华拓科技有限公司第四名：九江七所精密机电科技有限公司根据评审排序，评标委员会推荐排名第一的中国船舶重工集团公司第七〇五研究所为中标单位。五、    质疑在公示有效期内，如果投标人对评审结果存在异议，请以书面形式向我单位提出质疑，我单位将在收到书面质疑7个工作日内做出书面答复。同时对参与投标的单位深表感谢。六、    招标人联系方式（限联系人、联系电话）联系人：莫高工联系电话：XXXXXXXXXXX,"On August 31, 2020, I organized the public bidding of the AGV intelligent warehouse procurement project. It is now publicized as follows: 1. Project Name: AGV Intelligent Warehouse Purchasing Project 2, Tender No .: 0747-2066SCCGD112 Third, Public Notice Value: 2020 September 4th to 2020, September 14, IV, Review Results: First place: China Ship Heavy Industry Group Corporation 7th Five Institute 2nd: Hengyang Hesi Industrial Vehicle Co., Ltd. Third place: Shenzhen Airlines China The fourth place in Tao Technology Co., Ltd .: Jiujiang Seven Precision Electromechanical Technology Co., Ltd. According to the judgment, the bid evaluation committee recommended the first China Ship Heavy Industry Group Corporation of the Seventh Five Institute for the winning bid. V. V. Questioning In the validity period of publicity, if the bidder has an objection to the results of the review, please question to our unit in writing, and our unit will make a written reply within 7 working days. At the same time, I would like to thank the units involved in the bidding. Sixth, tenderer contact information (limited to the Connectors, contact number) Contact: Mo Gao worker Contact Phone: xxxxxxxxxxx",..,中国船舶重工集团公司第七〇五研究所,..,9/3/2020 16:59:56,9/14/2020 0:00:00,海军,中标公告,0747-2066SCCGD111
XXXX预测模型开发与仿真软件研制单一来源,XXXX predictive model development and simulation software development single source,一、项目概要XXXX预测模型开发与仿真软件研制单一来源二、主要内容中国电子进出口有限公司受某部队的委托，就XXXX预测模型开发与仿真软件研制项目进行单一来源采购。一、招标项目基本情况1.采购编号：CEIEC-2020-ZMJC-0089/022.项目名称：XXXX预测模型开发与仿真软件研制单一来源3.采购概况：XXXX预测模型开发与仿真软件研制 拟单一来源采购供应商名称：中国科学院空天信息创新研究院4.拟采用的采购方式：单一来源采购5.资金来源：军队资金6.申请理由：经过上级批准，采购人拟对上述XXXX预测模型开发与仿真软件研制项目开展采购工作。通过对XXXX预测模型开发与仿真软件研制项目采用单一来源方式采购原因的说明与严格的论证，该项目属于只能从唯一供应商采购的项目，符合单一来源采购要求。7. 公示期限：2020年10月29日-2020年11月4日8.供应商对该项目拟采用单一来源采购方式及其理由有异议的，可公示期内，以书面形式向招标人或招标代理机构提出意见。9.联系方式招标人：      某部队联系人：      朱先生联系人电话：  XXXXXXXXXXX招标代理机构：   中国电子进出口有限公司地址：  北京市海淀区复兴路17号国海广场A座新中电大厦邮编：  100036传真：  XXXXXXXXXXX联系人：   许嘉、魏靓联系人电话：  XXXXXXXXXXX；XXXXXXXXXXX、XXXXXXXXXXX、XXXXXXXXXXX电子邮件： XXXXXXXXXXX,"I. Project summary XXXX predictive model development and simulation software development single source 2 I. Basic situation of the bidding project 1. Purchasing number: CEIEC-2020-ZMJC-0089/022. Project Name: XXXX predictive model development and simulation software development single source 3. Purchase Overview: XXXX predictive model development and simulation software development intends to develop a single source Purchasing Supplier Name: Jane Information Innovation Research Institute of Chinese Academy 4. The proposal method intended: Single source purchase 5. Source: military funds 6. Application Rease: After the superior ratification, purchasing people intend to develop and develop and Simulation software development projects carry out procurement work. Through the development of the XXXX prediction model development and simulation software, the project is used to adopt a single source of procurement, which is only available from the only supplier procurement project, which is in line with a single source procurement requirement. 7. Publicity Duration: October 29, 2020. November 4, 2020. Bidding agency makes comments. 9. Contact Bidder: A troops Contact: Mr. Zhu Contact Tel: XXXXXXXXXX Tender Agency: China Electronic Import & Export Co., Ltd. Address: Xinzhong China, Sino-China Electronics Building, No. 17 Fuxing Road, Haidian District, Beijing, China Post Code: 100036 Fax: xxxxxxxxxx Contact: XXXXXXXXXXXXX, XXXXXXXXXXX, XXXXXXXXXXX, XXXXXXXXXXXX, XXXXXXXXXXX ×xxxxxxx",..,中国科学院空天信息创新研究院,..,10/29/2020 17:44:49,11/4/2020 0:00:00,战略支援部队,单一来源公示,CEIEC-2020-ZMJC-0089/02
XX对抗训练数据智能化分析方法研究,Research on Intelligent Analysis Method of XX Fighting Training Data,"一、项目名称：XX对抗训练数据智能化分析方法研究二、招标编号：ZKGSF(ZB)-20201884三、招标公告发布时间：2020年05月27日四、开标评标时间：2020年07月13日五、经评标委员会综合评议，评标结果如下：第一中标候选人：烟台海颐软件股份有限公司;第二中标候选人：西安翔迅科技有限责任公司中标公示期：公告发布之日起5个工作日公示期内如对评审结果存在异议，可向招标代理机构书面正式提出，逾期将不再受理。八、招标代理机构联系方式：中科高盛咨询集团有限公司江苏分公司联系人：黄留进电话：XXXXXXXXXXX,XXXXXXXXXXX地址：江苏省南京市建邺区白龙江东街19号舜禹大厦10楼","I. Project Name: XX Fighting Training Data Intelligent Analysis Method 2, Tendering No .: ZKGSF (ZB) -20201884 III 3 Japan 5, the evaluation of the assessment committee, the evaluation results are as follows: First win bidder: Yantai Haixi Software Co., Ltd. From 5 working days, there is an objection to the results of the review, and it can be officially proposed to the bidding agency, and will not be accepted over the time limit. Eight, bidding agency Contact: Zhongke Goldman Sad School Contact: Huang Lijin Tel: XXXXXXXXXXX, XXXXXXXXXXX Address: 10th Floor, Shunyi Building, No. 19 Bailongjiang East Street, Jianye District, Nanjing, Jiangsu",..,烟台海颐软件股份有限公司,..,7/24/2020 16:19:30,7/30/2020 0:00:00,海军,中标公告,ZKGSF(ZB)-20201884
主减速器多源信号模型及其分离算法,Multi-source signal model and its separation algorithm,如对结果有异议，请在公示期内联系谭云杰XXXXXXXXXXX。,"If there is any objection to the results, please contact Tan Yunjie XXXXXXXXXXXX during the publicity period.",..,..,..,4/24/2020 16:44:24,4/30/2020 0:00:00,中国航空发动机集团有限公司,中标公告,
人机交互及操作力相关研制项目 中标公告,Owner's interaction and operating power related development project winning announcement,一、   项目名称：人机交互及操作力相关研制项目二、   开标时间：2020年9月7日三、   评审结果：第1名：东南大学第2名：北京城测科技有限公司第3名：南京恒立达光电有限公司四、   说明：在公示期内，如果投标人对评标结果有异议，请以书面形式向我部提出质疑。同时对积极参与本次项目招标的各投标人深表感谢。五、   公示时间： 2020年9月11日至2020年9月16日六、   招标人联系方式联 系 人：王女士电    话：XXXXXXXXXXX,"I. Project Name: Human Machine Interaction and Operation Related Development Projects Second, Bid Opening Time: September 7, 2020 Search: The Results: 1st: Southeast University 2nd: Beijing Urban Speaking Technology Co., Ltd. 3rd: Nanjing Henglida Optoelectronics Co., Ltd. III. Description: In the publicity period, if the bidder has objection to the results of the bid evaluation, please ask for a written form. At the same time, I would like to thank the biders actively participate in the bidding of this project. V. Publicity Time: September 11th, 2020 September 16, 2020, 6. Tenderer Contact Information Contact: Ms. Wang Tel: xxxxxxxxxx",..,东南大学,..,9/11/2020 17:10:27,9/16/2020 0:00:00,战略支援部队,中标公告,
光线路自动切换保护器设备中标公告,Optical circuit automatic switch protector device winning bid announcement,一、项目名称：光线路自动切换保护器设备二、项目编号：CLF0220BJ00JG30三、开标时间：2020年6月5日14时00分（北京时间）四、开标地点：江苏省南京市江宁区天骄路100号启迪华清园三楼会议室五、评标方法：综合评价法六、评标结果：经评标委员会综合评审，中标候选人为：第一名：北京欧飞凌科技有限公司第二名：广州杰赛科技股份有限公司第三名：深圳震有科技股份有限公司以上评审结果，自公示之日起七个工作日内，如有异议请按招标文件规定，以书面形式向招标代理机构提出，逾期将不予受理。七、招标代理机构联系方式代理机构：广东采联采购科技有限公司联 系 人：钱女士电    话：XXXXXXXXXXX邮    箱：XXXXXXXXXXX地    址：江苏省南京市江宁区天骄路100号启迪华清园,"I. Project Name: Optical Road Automatic Switch Protector Equipment II. No. 100, Qidi Huaqingyuan, 3rd Floor Meeting Room 5, Biking Method: Comprehensive Evaluation Law 6. Evaluation Results: Comprehensive Review of the Rubber Commission, the winning bidder: First place: Beijing Ou Feiling Technology Co., Ltd. 2nd: Guangzhou The third place of Jasai Technology Co., Ltd .: Shenzhen Shicheng Technology Co., Ltd. It will not be accepted overdue. Seven, tendering agency contact information: Guangdong Pinglian Purchasing Technology Co., Ltd. Contact: Qian Ms. Talking: XXXXXXXXXXXX DESSINES: XXXXXXXXXXX XXX Address: No. 100, Tianzhu Road, Jiangning District, Nanjing, Jiangsu Province, China",..,北京欧飞凌科技有限公司,..,6/9/2020 16:59:10,6/17/2020 0:00:00,战略支援部队,中标公告,CLF0220BJ00JG30
地面气象观测系统自主可控改造项目（软件部分）,Self-controlled renovation project (software part) of the ground meteorological observation system (software part),地面气象观测系统自主可控改造项目（软件部分）采取单一来源采购方式组织采购，现予以公示。一、项目名称：地面气象观测系统自主可控改造项目（软件部分）二、项目编号：XSLC-36-4-04-2020-022;三、项目概况：对地面气象系统设备后端信息处理系统及各子系统配套的显示管理软件进行国产自主可控改造，其中软件部分主要包括高空气象探测系统软件、便携式多普勒天气雷达系统软件、风廓线雷达系统软件和测云雷达系统软件。四、拟承制企业和采用单一来源采购方式的原因为确保项目的技术继承性及服务一致性，根据上级采购管理办法，拟采用单一来源方式实施采购，高空气象探测系统软件拟承制单位为南京大桥机械有限公司，便携式多普勒天气雷达系统软件拟承制单位为成都锦江电子系统工程有限公司，风廓线雷达系统软件和测云雷达系统软件拟承制单位为中国航天科工二院23所。五、公示期2020年7月13日至7月17日，如有异议，须在公示期内向采购单位提出，预期将不再受理。六、联系方式刘先生，联系方式：XXXXXXXXXXX。传真：XXXXXXXXXXX。特此公示！,"Ground Meteorological Observation System Autonomous Controlled Reconstruction Project (Software Part) takes a single source procurement method to organize procurement, and is now publicized. I. Project Name: Ground Meteorological Observation System Autonomous Controlled Reconstruction Project (Software Part) II. And the display management software for each subsystem is carried out in domestic autonomous controlled transformation, with software part mainly including high-altitude weather detection system software, portable Doppler weather radar system software, wind profile radar system software and measuring cloud radar system software. Fourth, it is necessary to ensure that the technical inheritance and service consistency of the project is in accordance with the technical inheritance and service consistency of the project. According to the above-level procurement management method, the high-altitude meteorological detection system software support unit is Nanjing Bridge Machinery Co., Ltd., Portable Doppler Weather Radar System Software Supported Units to Chengdu Jinjiang Electronic System Engineering Co., Ltd. 23. V. Publicity period July 13 to July 17, 2020, if there is any objection, it must be proposed to the procurement unit within the publicity period and will not be accepted. Six, contact information Liu, contact information: xxxxxxxxxx. Fax: xxxxxxxxxx. This publicity!",..,南京大桥机械有限公司,..,7/13/2020 16:35:11,7/17/2020 0:00:00,战略支援部队,单一来源公示,
垂直起降固定翼无人机系统,Vertical take-off and landing drone,1.中标候选人：        第一预中标单位：天峋创新（北京）科技有限公司        第二预中标单位：青州耐威智能科技有限公司        第三预中标单位：西安君晖航空科技有限公司2.异议提交方式：通过邮件方式（XXXXXXXXXXX）向招标单位提交（需含实质性证明材料）                          联系人：祁参谋                          联系方式：XXXXXXXXXXX                          地址：陕西省华阴市岳庙街50号信箱,"1. Winning candidate: First pre-bidder: Tianzhu Innovation (Beijing) Technology Co., Ltd. Second-winning unit: Qingzhou Wei-Wei Intelligent Technology Co., Ltd. Third Pre-bidding Unit: Xi'an Junhui Air Technology Co., Ltd. 2. Dissent Submit mode: Submit to the bidding unit (XXXXXXXXXXX) (requires substantive certificate material) Contact: 参 谋 Contact: xxxxxxxxxxx Address: No. 50, Yuemiao Street, Huayin City, Shaanxi Province",..,天峋创新（北京）科技有限公司,..,6/19/2020 16:59:00,6/26/2020 0:00:00,陆军,中标公告,JZHL201911
基于健康管理的寿命预测模型研究,Research on Life Prediction Model Based on Health Management,如对结果有异议，请在公示期内联系谭云杰XXXXXXXXXXX。,"If there is any objection to the results, please contact Tan Yunjie XXXXXXXXXXXX during the publicity period.",..,..,..,4/24/2020 16:44:19,4/30/2020 0:00:00,中国航空发动机集团有限公司,中标公告,
基于扩展卡尔曼滤波的预失真算法研究中标公告,Predictive algorithm research bidding announcement based on extended Kalman filtering,湖南航天电子科技有限公司中标，异议联系马腾XXXXXXXXXXX,"Hunan Aerospace Electronic Technology Co., Ltd. wins the bid, objection contacts Marite XXXXXXXXXXXXXXX",..,湖南航天电子科技有限公司,..,9/27/2020 9:48:21,10/3/2020 0:00:00,湖北航天技术研究院总体设计所,中标公告,
基于视情维修的高价值复杂发动机维修保障智能辅助管理决策技术研究,Research on High Value Complex Management Decision Technology Research on High Value Complex Engine Maintenance Support Based on Vision Maintenance,如对结果有异议，请在公示期内联系谭云杰XXXXXXXXXXX。,"If there is any objection to the results, please contact Tan Yunjie XXXXXXXXXXXX during the publicity period.",..,..,..,4/24/2020 16:44:20,4/30/2020 0:00:00,中国航空发动机集团有限公司,中标公告,
